8.02	2.95397	9.99146	3.00051
8.04	2.95609	10.068	3.00289
8.06	2.95821	10.1452	3.00526
8.08	2.96033	10.223	3.00764
8.1	2.96244	10.3014	3.01001
8.12	2.96456	10.3803	3.01238
8.14	2.96667	10.4599	3.01476
8.16	2.96878	10.5401	3.01713
8.18	2.97089	10.6209	3.0195
8.2	2.973	10.7023	3.02187
8.22	2.9751	10.7843	3.02423
8.24	2.97721	10.867	3.0266
8.26	2.97931	10.9503	3.02897
8.28	2.98142	11.0342	3.03133
8.3	2.98352	11.1187	3.0337
8.32	2.98562	11.2038	3.03606
8.34	2.98771	11.2896	3.03842
8.36	2.98981	11.3761	3.04078
8.38	2.9919	11.4632	3.04314
8.4	2.994	11.5509	3.0455
8.42	2.99609	11.6393	3.04786
8.44	2.99818	11.7283	3.05022
8.46	3.00027	11.818	3.05257
8.48	3.00236	11.9083	3.05493
8.5	3.00444	11.9993	3.05728
8.52	3.00653	12.091	3.05964
8.54	3.00861	12.1833	3.06199
8.56	3.01069	12.2764	3.06434
8.58	3.01277	12.3701	3.06669
8.6	3.01485	12.4644	3.06904
8.62	3.01693	12.5595	3.07139
8.64	3.01901	12.6552	3.07374
8.66	3.02108	12.7517	3.07608
8.68	3.02316	12.8488	3.07843
8.7	3.02523	12.9466	3.08077
8.72	3.0273	13.0451	3.08312
8.74	3.02937	13.1444	3.08546
8.76	3.03144	13.2443	3.0878
8.78	3.0335	13.345	3.09014
8.8	3.03557	13.4463	3.09248
8.82	3.03763	13.5484	3.09482
8.84	3.03969	13.6512	3.09716
8.86	3.04175	13.7547	3.0995
8.88	3.04381	13.859	3.10183
8.9	3.04587	13.964	3.10417
8.92	3.04793	14.0697	3.1065
8.94	3.04998	14.1762	3.10884
8.96	3.05204	14.2834	3.11117
8.98	3.05409	14.3913	3.1135
9	3.05614	14.5	3.11583
9.02	3.05819	14.6095	3.11816
9.04	3.06024	14.7197	3.12049
9.06	3.06229	14.8306	3.12281
9.08	3.06433	14.9424	3.12514
9.1	3.06638	15.0549	3.12747
9.12	3.06842	15.1681	3.12979
9.14	3.07046	15.2822	3.13211
9.16	3.0725	15.397	3.13444
9.18	3.07454	15.5126	3.13676
9.2	3.07658	15.629	3.13908
9.22	3.07861	15.7462	3.1414
9.24	3.08065	15.8641	3.14372
9.26	3.08268	15.9829	3.14603
9.28	3.08471	16.1025	3.14835
9.3	3.08674	16.2229	3.15067
9.32	3.08877	16.344	3.15298
9.34	3.0908	16.466	3.15529
9.36	3.09283	16.5888	3.15761
9.38	3.09485	16.7125	3.15992
9.4	3.09687	16.8369	3.16223
9.42	3.0989	16.9622	3.16454
9.44	3.10092	17.0883	3.16685
9.46	3.10294	17.2152	3.16916
9.48	3.10496	17.343	3.17146
9.5	3.10697	17.4716	3.17377
9.52	3.10899	17.6011	3.17607
9.54	3.111	17.7314	3.17838
